R,month,AvgHumidity,beta,AR,AC,AI,AF,ABK,AV,const,cityID,city,cityID2,TierID,date,tmax,city_coord,tmin,rhum,uwnd,vwnd,hpbl,wnd
33.59865423,10,0.55,1.181818182,21665.42665,1034.099476,1832.627187,1.032258065,19,17709158.02,1,2,Ahmedabad,8,2,10/1/2011,35.31,Ahmedabad1_5,20.74,42.920013,0.11999512,-0.13000488,921.1734,0.176918336
38.24246197,11,0.52,1.181818182,30950.6095,1477.284966,1832.627187,1.366666667,19,17709158.02,1,2,Ahmedabad,8,2,11/1/2011,32.66998,Ahmedabad1_5,20.53,43.79001,-1.5400085,-0.009994507,898.32086,1.540040931
39.06658366,12,0.51,1.181818182,30950.6095,1477.284966,1832.627187,1.903225806,19,22136447.52,1,2,Ahmedabad,8,2,12/1/2011,27.69,Ahmedabad1_5,13.12,42.76001,-1.7100067,-1.9300079,672.18146,2.578575849
26.43501326,1,0.5,1.181818182,20492.26135,232.6362993,488.4006478,4.032258065,19,5982642.476,1,2,Ahmedabad,8,2,1/1/2001,27.36,Ahmedabad1_7,9.34,23.399994,-1.6699982,-2.699997,719.8306,3.174724837
30.8491853,2,0.43,1.181818182,17759.95984,201.618126,488.4006478,2.714285714,19,5384378.228,1,2,Ahmedabad,8,2,2/1/2001,31.55,Ahmedabad1_7,11.47,20.559998,-0.19999695,-1.9700012,914.0089,1.980127144
35.08176122,3,0.34,1.090909091,16393.80908,186.1090394,488.4006478,2.766666667,19,4786113.981,1,2,Ahmedabad,8,2,3/1/2001,35.66998,Ahmedabad1_7,17.49,27.730011,0.7799988,-1.2299957,1501.7742,1.456464057
30.35450387,4,0.35,1.090909091,12295.35681,139.5817796,488.4006478,3.9,19,4786113.981,1,2,Ahmedabad,8,2,4/1/2001,40.25,Ahmedabad1_7,21.84,28.5,3.3600006,-0.08000183,1712.3334,3.360952889
27.01439939,5,0.42,1.181818182,12295.35681,139.5817796,488.4006478,1.258064516,19,4786113.981,1,2,Ahmedabad,8,2,5/1/2001,39.99,Ahmedabad1_7,27.68,47.39,5.6600037,2.7799988,1479.3186,6.305873073
31.9931135,9,0.74,1.272727273,8196.904542,93.0545197,244.2003239,0.4,0,4786113.981,1,2,Ahmedabad,8,2,9/1/2001,37.68,Ahmedabad1_7,25.3,46.699997,3.130005,0.56999207,1117.7875,3.181481142
27.17743437,10,0.55,1.181818182,14344.58295,162.8454095,488.4006478,0.548387097,19,4786113.981,1,2,Ahmedabad,8,2,10/1/2001,38.34,Ahmedabad1_7,20.3,37.5,0.19999695,-0.11999512,1179.7097,0.23323295
24.1462473,11,0.52,1.181818182,20492.26135,232.6362993,488.4006478,2.7,19,4786113.981,1,2,Ahmedabad,8,2,11/1/2001,32.99,Ahmedabad1_7,15.99,24.809998,-1.8099976,-1.1399994,1039.0875,2.13908624
26.54993775,12,0.51,1.181818182,20492.26135,232.6362993,488.4006478,3.161290323,19,5982642.476,1,2,Ahmedabad,8,2,12/1/2001,29.78998,Ahmedabad1_7,11.88,29.920013,-1.4799957,-1.6699982,826.3871,2.231430317
24.27407568,1,0.5,1.181818182,28884.25318,423.3072336,1279.820982,2.838709677,19,13622429.24,1,2,Ahmedabad,8,2,1/1/2011,25.71,Ahmedabad1_7,8.18,33.369995,-1.3099976,-1.800003,738.2984,2.22623101
28.71266172,2,0.43,1.181818182,25033.01942,366.8662691,1279.820982,2.821428571,19,12260186.32,1,2,Ahmedabad,8,2,2/1/2011,29.59,Ahmedabad1_7,13.47,42.549988,0.27000427,-0.83999634,1032.8438,0.882324292
32.18525686,3,0.34,1.090909091,23107.40254,338.6457869,1279.820982,10.33333333,19,10897943.39,1,2,Ahmedabad,8,2,3/1/2011,35.84998,Ahmedabad1_7,16.9,34.03,2.1699982,-0.1499939,1388.2822,2.175175937
